Query,Title,ID,Similarity,Release_Date,Developer,Summary,Platforms,Genres,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews
Non-violent cooperative adventure games,Babo Violent 2,9282,0.15934563679227676,"Oct 10, 2006",RnD Labs,"Babo Violent 2 is a freeware multiplayer game for Windows. It is a 3d Top-down shooter. The game is played over the Internet or a LAN. There are a variety of game modes to choose from, ranging from the free-for-all (Deathmatch) to the team-based (Capture the Flag). In some modes holding or defending a flag is the primary goal, where in others it is simply to obtain the most frags. For all game modes, the basic objective is to kill enemy players. Before spawning, the player is presented with a large arsenal of weapons to choose from. A few grenades and a molotov cocktail are also supplied by default and more grenades can be picked up from the ground. Some servers enable secondary functions like knives, shields or nuclear kamikaze attacks. Upon death players leave behind a health pack for healing injury, the weapon and any equipped grenades for others to pick up. After waiting for a server-specified amount of time (usually less than five seconds), players respawn and may choose another weapon—this cycle repeats for the duration of the map. After a certain allotted time (usually 15 minutes), the map changes and scores are reset as players continue in another round. Players can chat with each other throughout matches (and to their own teams, for cooperative team-based game modes).",Windows PC,Shooter,,2.0,0.0,0.0,0.0,1.0,0.0
Non-violent cooperative adventure games,Livelock,32519,0.158594684270333,"Aug 30, 2016",Tuque Games | Perfect World Entertainment,"Livelock is a cooperative top-down shooter where you and up to two others must work together to break the cycle of infinite war between machines. As one of ""The Few"" remaining Capital Intellects, you will need quick reactions and decision-making to overcome the chaos.",Windows PC | PlayStation 4 | Xbox One,Adventure | Arcade | Indie | Shooter,2.5,40.0,1.0,30.0,7.0,13.0,1.0
Realistic flight simulators with VR support,Theme Park Simulator,37245,0.34801459470219065,"Mar 29, 2019",Best Ride Simulators | Badland Publishing,"Theme Park Simulator, amazing amusement park simulator game is here! Different simulators are waiting for you: roller coasters, inverter, bumper cars, tagada... Simulators for everyone!",Windows PC | Android | PlayStation 4 | iOS | Nintendo Switch,Arcade | Indie | Simulator,,4.0,0.0,0.0,1.0,0.0,0.0
Realistic flight simulators with VR support,Microsoft Flight Simulator 2000,24610,0.3328805866634497,"Oct 10, 1999",ACES Game Studio | Microsoft,"Microsoft Flight Simulator 2000 is the latest version of Microsoft's highly realistic, graphically advanced flight simulator, the best-selling PC flight simulation ever produced. Microsoft has worked closely with leaders in the aviation industry: aircraft manufacturers, training and pilot organizations, data suppliers, and flight instructors to make Flight Simulator 2000 Professional Edition as real as it gets.
Flight Simulator 2000 is the civilian flight simulator for the new millennium. Built on a foundation of realism that spans over 17 years, Flight Simulator 2000 is the largest leap forward in Microsoft Flight Simulator history. For the first time ever, we are offering a ""Professional"" Edition of Microsoft Flight Simulator in addition to Flight Simulator 2000. The Professional version of F light Simulator 2000 is geared to Flight Simulator enthusiasts, real pilots, those who want ""more features and more content"" and t hose who are interested in using Flight Simulator 2000 as a PC-based flight training and proficiency aid.",Windows PC,Simulator,3.5,25.0,0.0,4.0,3.0,2.0,3.0
Realistic flight simulators with VR support,Pirate Flight VR,17158,0.313960423674868,"May 01, 2018",,"Made for everyone, it's the most casual VR flying game. Just fly, race, and shoot across three beautiful worlds and triumph through 90 missions!",PlayStation VR,Arcade | Racing,,2.0,0.0,3.0,0.0,0.0,0.0
Realistic flight simulators with VR support,Airline Flight Attendant Simulator VR,37756,0.29860173289761865,"Feb 23, 2023",AVIAR B.V.,"This is a consumer version of the professional VR training software developed by AVIAR and used by airlines and flight schools to train future cabin crew members. It's all there - insanely realistic virtual aircraft, equipment, gravity effects, sounds, and intense emergency situations scenarios.",SteamVR,Adventure | Simulator,,0.0,0.0,0.0,1.0,0.0,0.0
Realistic flight simulators with VR support,Microsoft Flight Simulator,2668,0.2846873090094546,"Aug 17, 2020",Xbox Game Studios | Asobo Studio,"Microsoft Flight Simulator is the next generation of one of the most beloved simulation franchises. From light planes to wide-body jets, fly highly detailed and stunning aircraft in an incredibly realistic world. Create your flight plan and fly anywhere on the planet. Enjoy flying day or night and face realistic, challenging weather conditions.",Windows PC | Xbox One | Xbox Series,Simulator,3.9,729.0,77.0,151.0,166.0,180.0,56.0
Realistic flight simulators with VR support,Microsoft Flight Simulator X,26005,0.2835621639363733,"Oct 10, 2006",Microsoft Game Studios,"Microsoft® Flight Simulator X is the culmination of nearly 25 years of the landmark Flight Simulator franchise—the most significant addition to date.
Flight Simulator X immerses you in a beautifully rich and realistic world with dozens of aircraft and interactive Missions for a completely new and innovative gaming experience. Free Flight lets you fly anywhere in the world, from your hometown airport to the most exotic places you’ve ever dreamed of.
Gamers and simmers of all ages and skill levels feel firsthand what it’s like to be an aviator traveling the globe solo or online with others.",Windows PC,Simulator,3.5,121.0,0.0,18.0,10.0,15.0,4.0
Realistic flight simulators with VR support,Pavlov VR,5093,0.27905037551390743,"Feb 27, 2017",Vankrupt Games,Pavlov vr is a multiplayer shooter in VR with heavy focus on community features. Realistic reloading features and fast paced combat as part of the core experience.,SteamVR | Oculus Quest 2 | Playstation VR2,Indie | Shooter,3.7,402.0,23.0,46.0,24.0,33.0,38.0
Realistic flight simulators with VR support,Atari Greatest Hits: Volume 2,7264,0.2750559774250279,"Nov 02, 2010",Atari,"Atari Greatest Hits: Volume 2 is a compilation of more than 50 Atari classics.
Arcade Titles:
Asteroids Deluxe
Black Widow
Crystal Castles
Liberator
Major Havoc
Millipede
Red Baron
Super Breakout
Warlords (4 player support)
Atari 2600 Titles:
Backgammon
BASIC Programming
Blackjack (3 player support)
Brain Games (2 player support)
Breakout
Canyon Bomber (2 player support)
Casino (4 player support)
Circus Atari (2 player support)
Codebreaker
Combat (2 player support)
Combat Two (2 player support)
Concentration
Crystal Castles
Demons to Diamonds (2 player support)
Desert Falcon
Double Dunk (2 player support)
Fatal Run
Golf
Maze Craze (2 player support)
Millipede
Night Driver
Off-the-Wall
Quadrun
Radar Lock
RealSports Basketball (2 player support)
RealSports Soccer (2 player support)
Return to Haunted House
Secret Quest
Sentinel
Space War
Star Raiders
Steeplechase
Street Racer
Super Baseball (2 player support)
Super Breakout
Super Football (2 player support)
Video Chess
Video Olympics (4 player support)
Video Pinball
Warlords (4 player support)
Yar's Revenge",Nintendo DS,,3.5,8.0,0.0,0.0,0.0,2.0,2.0
Realistic flight simulators with VR support,Microsoft Flight Simulator 5.0,36073,0.2735501938879177,"Dec 31, 1993",Microsoft Corporation | The Bruce Artwick Organization,"The fifth take on the Flight Simulator series. This version added SVGA graphics, textures in certain areas, sound card support, and two new flight areas, Paris and Munich. This was the final DOS-only release.",PC DOS,Simulator,,5.0,0.0,2.0,2.0,3.0,1.0
Realistic flight simulators with VR support,Flight Control Rocket,23644,0.2652196060189842,"Oct 15, 2011",,The sequel to Flight Control,Windows Phone,Strategy,,1.0,0.0,0.0,0.0,0.0,0.0
Realistic flight simulators with VR support,Dragon Flight,27069,0.2642484471820007,TBD,,"Very popular Korean mobile game found under, ""Kakao Games Dragon Flight"".",,,,1.0,0.0,0.0,0.0,0.0,0.0
Realistic flight simulators with VR support,Microsoft Flight Simulator 2004: A Century of Flight,8097,0.2596603541936842,"Jul 29, 2003",Microsoft Game Studios,"As the name suggests, Microsoft Flight Simulator 2004: A Century of Flight, is that year's version of the popular simulator from Microsoft and celebrates 100 years of flight. Flight Simulator 2004 includes 9 historical aircraft such as the Wright Flyer from 1903, DC-3, Vickers Vimy, Curtiss Jenny and the Ryan NVP 'Spirit of St. Louis’ that you can pilot and new challenges centered around the historical aircraft. It includes a new help system called 'Learning Center' and an improved ATC, and a new dynamic weather system. The GPS systems in Flight Simulator 2004 have been completely overhaulled and are now based on real world Garmin 500/295 GPS systems.",Windows PC,Simulator,4.0,30.0,0.0,3.0,3.0,3.0,1.0
Realistic flight simulators with VR support,Monkey Flight,17159,0.2434403421738955,TBD,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
Realistic flight simulators with VR support,Surv1v3,21899,0.2374459678315802,"Jan 29, 2019",Candymakers,"Forget what you have played so far, Surv1v3 is a unique realistic zombie survival fps game expressly designed for VR that will let you test your survival skills. Play the thrilling story in single mode or coop with your friends (up to 4 players) and survive the apocalypse!",Windows PC | Oculus VR | SteamVR | PlayStation VR | Playstation VR2,Adventure | Indie | Shooter | Simulator,,3.0,1.0,4.0,2.0,2.0,1.0
Realistic flight simulators with VR support,Flight Sim 18,39118,0.23337559865772026,TBD,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Realistic flight simulators with VR support,Solo Flight,35667,0.23188918250804572,"Dec 31, 1983","MicroProse Software, Inc. | France Image Logiciel","Solo Flight is a flight simulator game for the Commodore 64, Atari 8-bit family, and Apple II series released in 1983. It was later released for the IBM PC. The game was created by noted game designer Sid Meier, and published by MicroProse Software, which Meier founded in 1982 with Bill Stealey. The mission of the game is to fly solo over several states, delivering bags of mail. The game supported a fairly realistic flight model (for the time), and a large number of flight instruments were available. A map covering many states of the US was used, which even included altitude data (although the landscape always appeared flat due to the technology constraints of the time).",Atari 8-bit | PC DOS | Apple II | Commodore C64/128 | Thomson MO5,Racing | Simulator,,0.0,0.0,1.0,0.0,2.0,0.0
Realistic flight simulators with VR support,Skydive: Proximity Flight,13614,0.22964188269711855,"Oct 01, 2013",Gaijin Entertainment,"Skydive: Proximity Flight can be safely enjoyed from your favorite chair using gamepad, but for gamers with a more adventurous spirit, motion tracking devices will enhance the gaming experience through the power of unrestricted flight.",Xbox 360 | PlayStation 3,Simulator | Sport,,3.0,0.0,1.0,0.0,2.0,0.0
Realistic flight simulators with VR support,Hamster Monogatari,17379,0.22912007564241127,TBD,,The first in a series of hamster-raising simulators from Culture Brain.,,Simulator,,0.0,0.0,0.0,1.0,0.0,0.0
Realistic flight simulators with VR support,Suicide Guy VR,26671,0.228001760851537,"Jul 24, 2020",Chubby Pixel,"The Guy is now in VR!
Experience it and find out the new custom levels that take full advantage of Virtual Reality.
Will your heart be able to take all these deaths at once?
Features
— A vast world to explore freely!
— New awesome levels that take full advantage of VR devices
— Full body locomotion in Virtual Reality
— Total physics control of all items
— New incredible moves: be able to pick up items, throw them, activate mechanisms and even burp.
— Driving System redesigned for VR
— Teleport movement style extra option (if your stomach can't take it)
— An important mission to accomplish (again)
Warning: this game is VR only",Oculus VR | SteamVR | PlayStation VR,Adventure | Puzzle,,1.0,0.0,1.0,1.0,1.0,0.0
Realistic flight simulators with VR support,VTOL VR,19206,0.22159392495716268,"Aug 03, 2017","Boundless Dynamics, LLC","VTOL VR is a near-futuristic combat flight game built specifically for Virtual Reality. You are the pilot of an AV-42C, a Vertical Take-Off and Landing (VTOL) capable vehicle that can perform transport, air to surface, and air to air combat roles. Take on a wide array of challenges that will put your flight skills, situational awareness, and combat tactics to the test.",SteamVR,Indie | Simulator,4.1,32.0,6.0,12.0,5.0,5.0,3.0
Western-style RPGs with branching dialogue,Ninja JaJaMaru: The Lost RPGs,35214,0.22850729147368304,"Feb 21, 2023",City Connection | United Games Entertainment GmbH,Two legendary RPGs that never saw the light of day outside Japan - fully localized in English language for the first time!,PlayStation 4 | Nintendo Switch,RPG,,0.0,0.0,3.0,5.0,2.0,0.0
Western-style RPGs with branching dialogue,Dillon's Rolling Western: The Last Ranger,4990,0.22623170013554791,"Apr 11, 2013",Nintendo,A sequel to Dillon's Rolling Western for the 3DS eShop.,Nintendo 3DS,Adventure,2.9,32.0,5.0,69.0,25.0,19.0,0.0
Western-style RPGs with branching dialogue,Fallout 2,708,0.224327724137469,"Oct 29, 1998",Black Isle Studios | Interplay Entertainment,"A turn-based tactical Western RPG in which the Chosen One is tasked with exploring post-nuclear California to locate and retrieve the fabled Garden of Eden Creation Kit for their famine-stricken tribe, while coming into contact through branching dialogue trees with numerous tribes, factions and micro-civilizations, each with their own virtues, vices, socioeconomic situations and political agendas.",Windows PC | Mac,Puzzle | RPG | Turn Based Strategy,4.1,2700.0,82.0,2400.0,563.0,617.0,147.0
